date,location,poss_winner,poss_loser
"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Vitor Belfort,Dan Henderson
"November 14, 2015","Melbourne, Victoria, Australia",Holly Holm,Ronda Rousey
"October 24, 2015","Dublin, Leinster, Ireland",Louis Smolka,Paddy Holohan
"November 28, 2015","Seoul, South Korea",Benson Henderson,Jorge Masvidal
"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Neil Magny,Kelvin Gastelum
"December 11, 2015","Las Vegas, Nevada, USA",Frankie Edgar,Chad Mendes
"September 05, 2015","Las Vegas, Nevada, USA",Demetrious Johnson,John Dodson
"December 10, 2015","Las Vegas, Nevada, USA",Rose Namajunas,Paige VanZant
"January 17, 2016","Boston, Massachusetts, USA",Dominick Cruz,TJ Dillashaw
"January 30, 2016","Newark, New Jersey, USA",Anthony Johnson,Ryan Bader
"February 21, 2016","Pittsburgh, Pennsylvania, USA",Donald Cerrone,Alex Oliveira
"February 06, 2016","Las Vegas, Nevada, USA",Stephen Thompson,Johny Hendricks
"January 02, 2016","Las Vegas, Nevada, USA",Robbie Lawler,Carlos Condit
"December 12, 2015","Las Vegas, Nevada, USA",Conor McGregor,Jose Aldo
"December 19, 2015","Orlando, Florida, USA",Rafael Dos Anjos,Donald Cerrone
"February 27, 2016","London, England, United Kingdom",Michael Bisping,Anderson Silva
"March 05, 2016","Las Vegas, Nevada, USA",Nate Diaz,Conor McGregor
"March 19, 2016","Brisbane, Queensland, Australia",Mark Hunt,Frank Mir
"April 16, 2016","Tampa, Florida, USA",Glover Teixeira,Rashad Evans
"April 10, 2016","Zagreb, Croatia",Junior Dos Santos,Ben Rothwell
"April 23, 2016","Las Vegas, Nevada, USA",Jon Jones,Ovince Saint Preux
"May 14, 2016","Curitiba, Parana, Brazil",Stipe Miocic,Fabricio Werdum
"June 18, 2016","Ottawa, Ontario, Canada",Stephen Thompson,Rory MacDonald
"May 08, 2016","Rotterdam, Zuid-Holland, Netherlands",Alistair Overeem,Andrei Arlovski
"July 07, 2016","Las Vegas, Nevada, USA",Eddie Alvarez,Rafael Dos Anjos
"July 08, 2016","Las Vegas, Nevada, USA",Joanna Jedrzejczyk,Claudia Gadelha
"May 29, 2016","Las Vegas, Nevada, USA",Cody Garbrandt,Thomas Almeida
"June 04, 2016","Los Angeles, California, USA",Michael Bisping,Luke Rockhold
"July 09, 2016","Las Vegas, Nevada, USA",Amanda Nunes,Miesha Tate
"July 23, 2016","Chicago, Illinois, USA",Valentina Shevchenko,Holly Holm
"August 06, 2016","Salt Lake City, Utah, USA",Yair Rodriguez,Alex Caceres
"July 13, 2016","Sioux Falls, South Dakota, USA",John Lineker,Michael McDonald
"July 30, 2016","Atlanta, Georgia, USA",Tyron Woodley,Robbie Lawler
"September 03, 2016","Hamburg, Hamburg, Germany",Josh Barnett,Andrei Arlovski
"August 20, 2016","Las Vegas, Nevada, USA",Conor McGregor,Nate Diaz
"August 27, 2016","Vancouver, British Columbia, Canada",Demian Maia,Carlos Condit
"September 17, 2016","Hidalgo, Texas, USA",Michael Johnson,Dustin Poirier
"October 08, 2016","Manchester, England, United Kingdom",Michael Bisping,Dan Henderson
"September 24, 2016","Brasilia, Distrito Federal, Brazil",Cristiane Justino,Lina Lansberg
"September 10, 2016","Cleveland, Ohio, USA",Stipe Miocic,Alistair Overeem
"October 01, 2016","Portland, Oregon, USA",John Lineker,John Dodson
"November 12, 2016","New York City, New York, USA",Conor McGregor,Eddie Alvarez
"November 05, 2016","Mexico City, Distrito Federal, Mexico",Tony Ferguson,Rafael Dos Anjos
"November 19, 2016","Belfast, Northern Ireland, United Kingdom",Gegard Mousasi,Uriah Hall
"November 19, 2016","Sao Paulo, Sao Paulo, Brazil",Ryan Bader,Rogerio Nogueira
"December 03, 2016","Las Vegas, Nevada, USA",Demetrious Johnson,Tim Elliott
"November 26, 2016","Melbourne, Victoria, Australia",Robert Whittaker,Derek Brunson
"December 30, 2016","Las Vegas, Nevada, USA",Amanda Nunes,Ronda Rousey
"December 17, 2016","Sacramento, California, USA",Michelle Waterson-Gomez,Paige VanZant
"December 09, 2016","Albany, New York, USA",Derrick Lewis,Shamil Abdurakhimov
"December 10, 2016","Toronto, Ontario, Canada",Max Holloway,Anthony Pettis
"February 11, 2017","Brooklyn, New York, USA",Germaine de Randamie,Holly Holm
"January 15, 2017","Phoenix, Arizona, USA",Yair Rodriguez,BJ Penn
"January 28, 2017","Denver, Colorado, USA",Valentina Shevchenko,Julianna Pena
"February 04, 2017","Houston, Texas, USA",Chan Sung Jung,Dennis Bermudez
"March 11, 2017","Fortaleza, Ceara, Brazil",Vitor Belfort,Kelvin Gastelum
"March 04, 2017","Las Vegas, Nevada, USA",Tyron Woodley,Stephen Thompson
"February 19, 2017","Halifax, Nova Scotia, Canada",Derrick Lewis,Travis Browne
"March 18, 2017","London, England, United Kingdom",Jimi Manuwa,Corey Anderson
"April 22, 2017","Nashville, Tennessee, USA",Cub Swanson,Artem Lobov
"May 13, 2017","Dallas, Texas, USA",Stipe Miocic,Junior Dos Santos
"April 08, 2017","Buffalo, New York, USA",Daniel Cormier,Anthony Johnson
"April 15, 2017","Kansas City, Missouri, USA",Demetrious Johnson,Wilson Reis
"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",Max Holloway,Jose Aldo
"May 28, 2017","Stockholm, Sweden",Alexander Gustafsson,Glover Teixeira
"June 25, 2017","Oklahoma City, Oklahoma, USA",Kevin Lee,Michael Chiesa
"June 17, 2017","Kallang, Singapore",Holly Holm,Bethe Correia
"June 10, 2017","Auckland, New Zealand",Mark Hunt,Derrick Lewis
"July 07, 2017","Las Vegas, Nevada, USA",Justin Gaethje,Michael Johnson
"July 08, 2017","Las Vegas, Nevada, USA",Robert Whittaker,Yoel Romero
"July 16, 2017","Glasgow, Scotland, United Kingdom",Santiago Ponzinibbio,Gunnar Nelson
"July 22, 2017","Uniondale, New York, USA",Chris Weidman,Kelvin Gastelum
"September 09, 2017","Edmonton, Alberta, Canada",Amanda Nunes,Valentina Shevchenko
"September 02, 2017","Rotterdam, Zuid-Holland, Netherlands",Alexander Volkov,Stefan Struve
"July 29, 2017","Anaheim, California, USA",Daniel Cormier,Jon Jones
"August 05, 2017","Mexico City, Distrito Federal, Mexico",Sergio Pettis,Brandon Moreno
"September 16, 2017","Pittsburgh, Pennsylvania, USA",Luke Rockhold,David Branch
"September 22, 2017","Saitama, Saitama, Japan",Ovince Saint Preux,Yushin Okami
"October 21, 2017","Gdansk, Poland",Darren Till,Donald Cerrone
"October 07, 2017","Las Vegas, Nevada, USA",Tony Ferguson,Kevin Lee
"October 28, 2017","Sao Paulo, Sao Paulo, Brazil",Derek Brunson,Lyoto Machida
"November 25, 2017","Shanghai, Hebei, China",Kelvin Gastelum,Michael Bisping
"December 01, 2017","Las Vegas, Nevada, USA",Nicco Montano,Roxanne Modafferi
"November 18, 2017","Sydney, New South Wales, Australia",Fabricio Werdum,Marcin Tybura
"November 04, 2017","New York City, New York, USA",Georges St-Pierre,Michael Bisping
"December 02, 2017","Detroit, Michigan, USA",Max Holloway,Jose Aldo
"December 09, 2017","Fresno, California, USA",Brian Ortega,Cub Swanson
"December 16, 2017","Winnipeg, Manitoba, Canada",Rafael Dos Anjos,Robbie Lawler
"December 30, 2017","Las Vegas, Nevada, USA",Cristiane Justino,Holly Holm
"January 14, 2018","St. Louis, Missouri, USA",Jeremy Stephens,Dooho Choi
"November 11, 2017","Norfolk, Virginia, USA",Dustin Poirier,Anthony Pettis
"January 20, 2018","Boston, Massachusetts, USA",Stipe Miocic,Francis Ngannou
"February 03, 2018","Belem, Para, Brazil",Lyoto Machida,Eryk Anders
"January 27, 2018","Charlotte, North Carolina, USA",Jacare Souza,Derek Brunson
"February 10, 2018","Perth, Western Australia, Australia",Yoel Romero,Luke Rockhold
"April 07, 2018","Brooklyn, New York, USA",Khabib Nurmagomedov,Al Iaquinta
"February 24, 2018","Orlando, Florida, USA",Jeremy Stephens,Josh Emmett
"March 03, 2018","Las Vegas, Nevada, USA",Cristiane Justino,Yana Kunitskaya
"February 18, 2018","Austin, Texas, USA",Donald Cerrone,Yancy Medeiros
"April 14, 2018","Glendale, Arizona, USA",Dustin Poirier,Justin Gaethje
"May 12, 2018","Rio de Janeiro, Rio de Janeiro, Brazil",Amanda Nunes,Raquel Pennington
"March 17, 2018","London, England, United Kingdom",Alexander Volkov,Fabricio Werdum
"May 19, 2018","Santiago, Chile",Kamaru Usman,Demian Maia
"April 21, 2018","Atlantic City, New Jersey, USA",Kevin Lee,Edson Barboza
"June 23, 2018","Kallang, Singapore",Leon Edwards,Donald Cerrone
"June 09, 2018","Chicago, Illinois, USA",Robert Whittaker,Yoel Romero
"May 27, 2018","Liverpool, England, United Kingdom",Darren Till,Stephen Thompson
"June 01, 2018","Utica, New York, USA",Marlon Moraes,Jimmie Rivera
"July 14, 2018","Boise, Idaho, USA",Junior Dos Santos,Blagoy Ivanov
"July 06, 2018","Las Vegas, Nevada, USA",Israel Adesanya,Brad Tavares
"July 22, 2018","Hamburg, Hamburg, Germany",Anthony Smith,Mauricio Rua
"July 28, 2018","Calgary, Alberta, Canada",Dustin Poirier,Eddie Alvarez
"July 07, 2018","Las Vegas, Nevada, USA",Daniel Cormier,Stipe Miocic
"August 04, 2018","Los Angeles, California, USA",TJ Dillashaw,Cody Garbrandt
"August 25, 2018","Lincoln, Nebraska, USA",Justin Gaethje,James Vick
"September 08, 2018","Dallas, Texas, USA",Tyron Woodley,Darren Till
"September 15, 2018","Moscow, Moscow, Russia",Aleksei Oleinik,Mark Hunt
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Thiago Santos,Eryk Anders
"October 27, 2018","Moncton, New Brunswick, Canada",Anthony Smith,Volkan Oezdemir
"October 06, 2018","Las Vegas, Nevada, USA",Khabib Nurmagomedov,Conor McGregor
"November 10, 2018","Denver, Colorado, USA",Yair Rodriguez,Chan Sung Jung
"November 24, 2018","Beijing, China",Francis Ngannou,Curtis Blaydes
"November 03, 2018","New York City, New York, USA",Daniel Cormier,Derrick Lewis
"November 30, 2018","Las Vegas, Nevada, USA",Kamaru Usman,Rafael Dos Anjos
"November 17, 2018","Buenos Aires, Buenos Aires, Argentina",Santiago Ponzinibbio,Neil Magny
"December 15, 2018","Milwaukee, Wisconsin, USA",Al Iaquinta,Kevin Lee
"December 01, 2018","Adelaide, South Australia, Australia",Junior Dos Santos,Tai Tuivasa
"December 08, 2018","Toronto, Ontario, Canada",Max Holloway,Brian Ortega
"January 19, 2019","Brooklyn, New York, USA",Henry Cejudo,TJ Dillashaw
"December 29, 2018","Los Angeles, California, USA",Jon Jones,Alexander Gustafsson
"February 09, 2019","Melbourne, Victoria, Australia",Israel Adesanya,Anderson Silva
"February 23, 2019","Prague, Czech Republic",Thiago Santos,Jan Blachowicz
"March 02, 2019","Las Vegas, Nevada, USA",Jon Jones,Anthony Smith
"March 09, 2019","Wichita, Kansas, USA",Junior Dos Santos,Derrick Lewis
"February 17, 2019","Phoenix, Arizona, USA",Francis Ngannou,Cain Velasquez
"February 02, 2019","Fortaleza, Ceara, Brazil",Marlon Moraes,Raphael Assuncao
"March 16, 2019","London, England, United Kingdom",Jorge Masvidal,Darren Till
"March 23, 2019","Nashville, Tennessee, USA",Anthony Pettis,Stephen Thompson
"March 30, 2019","Philadelphia, Pennsylvania, USA",Justin Gaethje,Edson Barboza
"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Alistair Overeem,Aleksei Oleinik
"May 04, 2019","Ottawa, Ontario, Canada",Donald Cerrone,Al Iaquinta
"April 13, 2019","Atlanta, Georgia, USA",Dustin Poirier,Max Holloway
"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Jessica Andrade,Rose Namajunas
"April 27, 2019","Sunrise, Florida, USA",Jack Hermansson,Jacare Souza
"June 01, 2019","Stockholm, Sweden",Anthony Smith,Alexander Gustafsson
"June 29, 2019","Minneapolis, Minnesota, USA",Francis Ngannou,Junior Dos Santos
"June 22, 2019","Greenville, South Carolina, USA",Chan Sung Jung,Renato Moicano
"July 06, 2019","Las Vegas, Nevada, USA",Jon Jones,Thiago Santos
"June 08, 2019","Chicago, Illinois, USA",Henry Cejudo,Marlon Moraes
"July 13, 2019","Sacramento, California, USA",Germaine de Randamie,Aspen Ladd
"July 20, 2019","San Antonio, Texas, USA",Leon Edwards,Rafael Dos Anjos
"July 27, 2019","Edmonton, Alberta, Canada",Max Holloway,Frankie Edgar
"August 03, 2019","Newark, New Jersey, USA",Colby Covington,Robbie Lawler
"May 18, 2019","Rochester, New York, USA",Rafael Dos Anjos,Kevin Lee
"August 10, 2019","Montevideo, Uruguay",Valentina Shevchenko,Liz Carmouche
"August 17, 2019","Anaheim, California, USA",Stipe Miocic,Daniel Cormier
"August 31, 2019","Shenzhen, Guangdong, China",Zhang Weili,Jessica Andrade
"September 14, 2019","Vancouver, British Columbia, Canada",Justin Gaethje,Donald Cerrone
"September 21, 2019","Mexico City, Distrito Federal, Mexico",Yair Rodriguez,Jeremy Stephens
"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,Dustin Poirier
"October 05, 2019","Melbourne, Victoria, Australia",Israel Adesanya,Robert Whittaker
"September 28, 2019","Copenhagen, Denmark",Jared Cannonier,Jack Hermansson
"October 26, 2019","Kallang, Singapore",Demian Maia,Ben Askren
"October 12, 2019","Tampa, Florida, USA",Joanna Jedrzejczyk,Michelle Waterson-Gomez
"October 18, 2019","Boston, Massachusetts, USA",Dominick Reyes,Chris Weidman
"November 02, 2019","New York City, New York, USA",Jorge Masvidal,Nate Diaz
"November 09, 2019","Moscow, Moscow, Russia",Zabit Magomedsharipov,Calvin Kattar
"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",Jan Blachowicz,Jacare Souza
"December 07, 2019","Washington, DC, USA",Jairzinho Rozenstruik,Alistair Overeem
"December 21, 2019","Busan, South Korea",Chan Sung Jung,Frankie Edgar
"January 18, 2020","Las Vegas, Nevada, USA",Conor McGregor,Donald Cerrone
"December 14, 2019","Las Vegas, Nevada, USA",Kamaru Usman,Colby Covington
"February 15, 2020","Rio Rancho, New Mexico, USA",Jan Blachowicz,Corey Anderson
"February 08, 2020","Houston, Texas, USA",Jon Jones,Dominick Reyes
"February 22, 2020","Auckland, New Zealand",Dan Hooker,Paul Felder
"January 25, 2020","Raleigh, North Carolina, USA",Curtis Blaydes,Junior Dos Santos
"March 07, 2020","Las Vegas, Nevada, USA",Israel Adesanya,Yoel Romero
"March 14, 2020","Brasilia, Distrito Federal, Brazil",Charles Oliveira,Kevin Lee
"February 29, 2020","Norfolk, Virginia, USA",Deiveson Figueiredo,Joseph Benavidez
"May 13, 2020","Jacksonville, Florida, USA",Glover Teixeira,Anthony Smith
"May 09, 2020","Jacksonville, Florida, USA",Justin Gaethje,Tony Ferguson
"May 30, 2020","Las Vegas, Nevada, USA",Gilbert Burns,Tyron Woodley
"May 16, 2020","Jacksonville, Florida, USA",Alistair Overeem,Walt Harris
"June 13, 2020","Las Vegas, Nevada, USA",Cynthia Calvillo,Jessica Eye
"June 20, 2020","Las Vegas, Nevada, USA",Curtis Blaydes,Alexander Volkov
"June 27, 2020","Las Vegas, Nevada, USA",Dustin Poirier,Dan Hooker
"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Kamaru Usman,Jorge Masvidal
"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Calvin Kattar,Dan Ige
"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Deiveson Figueiredo,Joseph Benavidez
"August 01, 2020","Las Vegas, Nevada, USA",Derek Brunson,Edmen Shahbazyan
"June 06, 2020","Las Vegas, Nevada, USA",Amanda Nunes,Felicia Spencer
"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Robert Whittaker,Darren Till
"August 22, 2020","Las Vegas, Nevada, USA",Frankie Edgar,Pedro Munhoz
"August 15, 2020","Las Vegas, Nevada, USA",Stipe Miocic,Daniel Cormier
"August 08, 2020","Las Vegas, Nevada, USA",Derrick Lewis,Aleksei Oleinik
"August 29, 2020","Las Vegas, Nevada, USA",Aleksandar Rakic,Anthony Smith
"September 05, 2020","Las Vegas, Nevada, USA",Alistair Overeem,Augusto Sakai
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Israel Adesanya,Paulo Costa
"September 12, 2020","Las Vegas, Nevada, USA",Michelle Waterson-Gomez,Angela Hill
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Cory Sandhagen,Marlon Moraes
"September 19, 2020","Las Vegas, Nevada, USA",Colby Covington,Tyron Woodley
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Holly Holm,Irene Aldana
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Brian Ortega,Chan Sung Jung
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,Justin Gaethje
"October 31, 2020","Las Vegas, Nevada, USA",Uriah Hall,Anderson Silva
"November 14, 2020","Las Vegas, Nevada, USA",Rafael Dos Anjos,Paul Felder
"November 28, 2020","Las Vegas, Nevada, USA",Anthony Smith,Devin Clark
"December 05, 2020","Las Vegas, Nevada, USA",Marvin Vettori,Jack Hermansson
"November 07, 2020","Las Vegas, Nevada, USA",Glover Teixeira,Thiago Santos
"December 19, 2020","Las Vegas, Nevada, USA",Stephen Thompson,Geoff Neal
"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Michael Chiesa,Neil Magny
"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Max Holloway,Calvin Kattar
"February 06, 2021","Las Vegas, Nevada, USA",Alexander Volkov,Alistair Overeem
"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Dustin Poirier,Conor McGregor
"November 21, 2020","Las Vegas, Nevada, USA",Deiveson Figueiredo,Alex Perez
"February 13, 2021","Las Vegas, Nevada, USA",Kamaru Usman,Gilbert Burns
"February 20, 2021","Las Vegas, Nevada, USA",Derrick Lewis,Curtis Blaydes
"December 12, 2020","Las Vegas, Nevada, USA",Deiveson Figueiredo,Brandon Moreno
"February 27, 2021","Las Vegas, Nevada, USA",Ciryl Gane,Jairzinho Rozenstruik
"March 06, 2021","Las Vegas, Nevada, USA",Jan Blachowicz,Israel Adesanya
"July 17, 2021","Las Vegas, Nevada, USA",Islam Makhachev,Thiago Moises
"July 31, 2021","Las Vegas, Nevada, USA",Sean Strickland,Uriah Hall
"August 07, 2021","Houston, Texas, USA",Ciryl Gane,Derrick Lewis
"July 24, 2021","Las Vegas, Nevada, USA",TJ Dillashaw,Cory Sandhagen
"September 04, 2021","Las Vegas, Nevada, USA",Derek Brunson,Darren Till
"August 28, 2021","Las Vegas, Nevada, USA",Giga Chikadze,Edson Barboza
"August 21, 2021","Las Vegas, Nevada, USA",Jared Cannonier,Kelvin Gastelum
"September 25, 2021","Las Vegas, Nevada, USA",Alexander Volkanovski,Brian Ortega
"October 09, 2021","Las Vegas, Nevada, USA",Marina Rodriguez,Mackenzie Dern
"October 16, 2021","Las Vegas, Nevada, USA",Norma Dumont,Aspen Ladd
"September 18, 2021","Las Vegas, Nevada, USA",Anthony Smith,Ryan Spann
"October 02, 2021","Las Vegas, Nevada, USA",Thiago Santos,Johnny Walker
"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Glover Teixeira,Jan Blachowicz
"November 06, 2021","New York City, New York, USA",Kamaru Usman,Colby Covington
"October 23, 2021","Las Vegas, Nevada, USA",Marvin Vettori,Paulo Costa
"December 04, 2021","Las Vegas, Nevada, USA",Jose Aldo,Rob Font
"November 20, 2021","Las Vegas, Nevada, USA",Ketlen Vieira,Miesha Tate
"November 13, 2021","Las Vegas, Nevada, USA",Max Holloway,Yair Rodriguez
"December 11, 2021","Las Vegas, Nevada, USA",Charles Oliveira,Dustin Poirier
"January 15, 2022","Las Vegas, Nevada, USA",Calvin Kattar,Giga Chikadze
"December 18, 2021","Las Vegas, Nevada, USA",Derrick Lewis,Chris Daukaus
"January 22, 2022","Anaheim, California, USA",Francis Ngannou,Ciryl Gane
"February 05, 2022","Las Vegas, Nevada, USA",Sean Strickland,Jack Hermansson
"February 12, 2022","Houston, Texas, USA",Israel Adesanya,Robert Whittaker
"February 19, 2022","Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker
"March 19, 2022","London, England, United Kingdom",Tom Aspinall,Alexander Volkov
"March 05, 2022","Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal
"February 26, 2022","Las Vegas, Nevada, USA",Islam Makhachev,Bobby Green
"March 12, 2022","Las Vegas, Nevada, USA",Magomed Ankalaev,Thiago Santos
"March 26, 2022","Columbus, Ohio, USA",Curtis Blaydes,Chris Daukaus
"April 23, 2022","Las Vegas, Nevada, USA",Jessica Andrade,Amanda Lemos
"April 09, 2022","Jacksonville, Florida, USA",Alexander Volkanovski,Chan Sung Jung
"April 16, 2022","Las Vegas, Nevada, USA",Belal Muhammad,Vicente Luque
"April 30, 2022","Las Vegas, Nevada, USA",Marlon Vera,Rob Font
"May 07, 2022","Phoenix, Arizona, USA",Charles Oliveira,Justin Gaethje
"May 21, 2022","Las Vegas, Nevada, USA",Ketlen Vieira,Holly Holm
"June 11, 2022","Kallang, Singapore",Jiri Prochazka,Glover Teixeira
"June 25, 2022","Las Vegas, Nevada, USA",Mateusz Gamrot,Arman Tsarukyan
"July 16, 2022","Elmont, New York, USA",Yair Rodriguez,Brian Ortega
"July 23, 2022","London, England, United Kingdom",Curtis Blaydes,Tom Aspinall
"June 04, 2022","Las Vegas, Nevada, USA",Alexander Volkov,Jairzinho Rozenstruik
"July 09, 2022","Las Vegas, Nevada, USA",Rafael Fiziev,Rafael Dos Anjos
"July 02, 2022","Las Vegas, Nevada, USA",Israel Adesanya,Jared Cannonier
"June 18, 2022","Austin, Texas, USA",Josh Emmett,Calvin Kattar
